38.570000,126.087000,47.134000,46.155000,19.410000,115.275000
26.019000,343.995000,31.961000,54.670000,24.134000,332.388000
38.568000,129.103000,31.580000,67.669000,31.713000,143.187000
7.736000,259.589000,9.011000,226.717000,3.407000,186.625000
13.486000,127.692000,9.004000,91.228000,11.432000,156.417000
26.107000,326.272000,21.167000,343.651000,24.453000,339.621000
18.154000,121.113000,14.755000,198.231000,18.286000,149.377000
17.921000,131.880000,18.685000,204.488000,18.727000,155.785000
14.250000,246.178000,23.094000,223.432000,7.680000,173.231000
11.088000,162.720000,14.226000,214.829000,10.605000,145.014000
22.570000,318.330000,22.852000,237.643000,17.887000,332.051000
32.976000,142.558000,32.858000,54.780000,23.991000,149.832000
15.656000,318.107000,10.909000,289.199000,16.604000,328.504000
47.546000,128.257000,31.793000,147.514000,47.381000,164.976000
28.713000,122.491000,32.414000,210.555000,27.309000,155.384000
36.384000,136.801000,29.403000,62.964000,27.980000,141.089000
45.011000,314.882000,35.758000,16.194000,48.583000,326.540000
39.236000,125.714000,27.566000,178.380000,38.381000,150.737000
12.966000,325.283000,14.078000,34.346000,12.006000,320.207000
17.078000,103.983000,18.315000,68.731000,7.510000,98.585000
1.669000,315.874000,2.079000,28.151000,3.176000,353.217000
16.962000,132.001000,14.008000,188.795000,16.630000,163.114000
36.279000,127.209000,27.123000,133.138000,37.055000,139.898000
5.132000,113.218000,6.631000,58.683000,2.476000,103.166000
12.955000,85.470000,16.455000,44.361000,5.419000,24.152000
3.676000,79.048000,8.666000,32.029000,3.621000,17.210000
34.546000,133.303000,42.934000,224.381000,33.837000,150.639000
1.768000,95.158000,4.430000,37.029000,1.659000,35.029000
10.231000,309.609000,7.359000,305.048000,9.041000,340.574000
2.637000,337.067000,3.672000,19.721000,4.306000,329.333000
2.485000,11.709000,4.067000,47.691000,3.602000,3.025000
19.687000,126.844000,17.664000,206.193000,20.560000,143.099000
24.096000,131.759000,16.735000,142.177000,22.964000,159.673000
3.532000,324.908000,4.812000,43.934000,4.934000,331.392000
28.019000,156.094000,32.349000,231.025000,24.114000,150.002000
37.376000,313.449000,30.737000,249.120000,30.608000,356.912000
23.044000,16.339000,34.507000,29.992000,20.093000,336.758000
13.853000,45.172000,21.326000,63.511000,10.932000,340.959000
37.664000,97.944000,47.642000,54.857000,18.237000,106.964000
13.608000,308.921000,9.628000,236.407000,7.454000,339.985000
21.775000,309.714000,17.421000,3.612000,22.436000,321.295000
18.470000,127.692000,16.921000,74.225000,14.087000,148.625000
23.357000,139.373000,18.617000,160.515000,22.287000,148.595000
42.451000,303.543000,28.675000,303.077000,40.742000,321.285000
44.593000,314.036000,30.902000,282.271000,39.859000,332.230000
31.164000,313.366000,28.701000,25.037000,31.407000,319.068000
34.637000,257.455000,50.736000,235.069000,18.739000,214.176000
12.287000,301.980000,11.477000,29.050000,12.094000,332.918000
46.462000,299.809000,42.872000,229.383000,34.828000,340.834000
15.043000,134.835000,11.454000,206.248000,13.984000,162.056000
26.531000,301.798000,26.904000,249.103000,19.163000,300.348000
30.965000,306.938000,22.346000,320.735000,32.315000,333.517000
6.473000,139.877000,6.408000,207.422000,6.479000,155.456000
37.672000,152.229000,44.577000,212.481000,35.942000,150.174000
24.094000,343.761000,33.334000,43.211000,22.536000,351.724000
26.735000,72.587000,34.146000,52.491000,13.711000,24.207000
5.918000,286.740000,9.852000,226.995000,4.471000,279.943000
13.571000,116.051000,9.142000,148.264000,15.511000,151.662000
21.802000,280.697000,30.065000,221.477000,10.889000,208.105000
24.850000,102.963000,30.572000,54.976000,12.409000,54.044000
11.492000,130.663000,7.768000,90.831000,11.820000,151.331000
16.349000,97.091000,22.352000,39.642000,9.178000,80.183000
44.967000,129.389000,40.632000,203.894000,48.662000,156.204000
9.830000,178.505000,13.048000,220.217000,9.758000,152.576000
1.549000,233.350000,4.647000,230.564000,2.119000,180.736000
7.717000,294.933000,9.117000,231.063000,4.473000,306.818000
19.295000,222.668000,28.872000,232.435000,13.155000,133.528000
17.209000,28.553000,31.408000,36.043000,13.696000,355.553000
4.264000,313.520000,3.235000,29.017000,4.864000,334.915000
7.372000,327.307000,7.816000,37.145000,6.406000,330.657000
38.660000,317.810000,38.499000,27.332000,37.005000,315.684000
40.547000,138.493000,42.274000,238.911000,40.648000,148.596000
24.519000,329.161000,19.024000,1.684000,24.989000,333.811000
24.105000,31.954000,38.676000,57.234000,20.707000,331.645000
3.750000,127.482000,4.668000,121.520000,1.925000,159.216000
2.994000,121.551000,2.335000,146.039000,2.260000,147.406000
15.681000,144.914000,15.356000,74.843000,12.857000,151.798000
7.986000,196.325000,13.928000,232.070000,8.234000,140.792000
17.365000,316.666000,15.298000,5.205000,18.472000,333.433000
18.231000,167.263000,22.410000,236.914000,14.960000,143.197000
11.525000,302.055000,12.720000,226.980000,5.249000,297.206000
38.679000,311.449000,36.147000,35.903000,42.502000,312.584000
10.754000,308.634000,11.918000,233.475000,6.198000,324.557000
20.965000,312.661000,19.151000,30.409000,21.660000,314.930000
28.302000,330.144000,22.341000,280.651000,22.882000,331.230000
3.511000,149.941000,3.389000,231.996000,1.833000,158.380000
11.634000,126.058000,13.205000,53.993000,8.534000,135.786000
27.970000,119.545000,32.490000,54.691000,14.047000,115.727000
0.765000,314.411000,-0.954000,235.132000,1.960000,324.825000
10.647000,346.763000,17.143000,62.688000,10.816000,334.607000
12.449000,170.975000,14.957000,219.769000,11.288000,141.011000
27.786000,322.130000,29.037000,43.382000,26.164000,321.280000
39.426000,292.274000,32.786000,241.974000,33.309000,331.316000
9.801000,330.792000,7.829000,281.046000,7.254000,329.228000
30.213000,86.931000,45.849000,35.480000,16.978000,25.867000
35.338000,105.290000,32.298000,72.304000,26.771000,162.752000
33.190000,154.223000,38.337000,223.774000,30.664000,156.102000
17.901000,309.886000,19.039000,228.804000,8.719000,288.426000
14.358000,124.099000,10.688000,69.483000,10.515000,134.820000
14.031000,15.849000,20.302000,53.516000,11.915000,4.870000
24.705000,119.265000,24.346000,58.608000,16.889000,155.902000
34.862000,148.491000,30.148000,194.776000,35.867000,176.128000
18.534000,125.956000,16.686000,64.554000,14.883000,142.890000
18.281000,151.116000,17.732000,213.658000,16.742000,155.010000
